Feature1,Feature2,Feature3,Feature4,CardType,score,Month
1.04587,1.0,-275.22,105.66,True Line,0.7975,4/30/2019
0.0,,7000.0,0.0,Elite,0.1405,4/30/2019
0.9613777777777778,1.0,521.3999999999996,208.62,True Line,0.8454,4/30/2019
0.0006274,1.0,49968.63,0.0,True Line,0.0006,4/30/2019
0.0179478260869565,1.0,27104.64,0.0,True Line Gold,0.0245,5/31/2019
0.154316923076923,1.0,21987.76,0.0,Smart Cash,0.0697,5/31/2019
0.6538039024390244,1.0,7097.02,203.28,True Line,0.6336,5/31/2019
0.647884,1.0,3521.16,102.57,Elite,0.2911,5/31/2019
0.2052529411764706,1.0,6755.35,0.0,Elite,0.3966,5/31/2019
0.704968,1.0,737.5799999999997,0.0,Smart Cash,0.4971,5/31/2019
0.482692,1.0,2586.54,38.86,Smart Cash,0.6355,5/31/2019
0.0,,9000.0,0.0,Platinum,0.0315,5/31/2019
0.9637754716981132,1.0,191.9899999999997,84.17,Platinum,0.7562,5/31/2019
0.197268,1.0,4013.66,0.0,Platinum,0.233,5/31/2019
0.0,,9000.0,0.0,True Line Gold,0.0566,5/31/2019
0.0,,1700.0,0.0,True Line,0.3411,5/31/2019
0.03059,1.0,4847.05,3.58,True Line,0.0445,5/31/2019
1.254112,1.0,-635.28,52.57,True Line,0.8345,5/31/2019
0.000403896,1.0,15393.78,0.0,True Line,0.0525,5/31/2019
0.075903093,1.0,8963.74,0.0,Smart Cash,0.1401,5/31/2019
0.009191,1.0,19816.18,0.0,True Line,0.0269,5/31/2019
0.9940095,1.0,119.81000000000132,478.44,True Line,0.968,5/31/2019
0.466779,1.0,10664.42,154.45,Elite,0.5703,5/31/2019
0.2996791666666666,1.0,5042.31,40.02,Smart Cash,0.2304,5/31/2019
0.654726,1.0,1726.37,62.7,True Line,0.5311,5/31/2019
0.0259092857142857,1.0,13637.27,3.68,Platinum,0.0532,5/31/2019
0.039188571,1.0,6725.68,0.0,Platinum,0.1809,5/31/2019
0.6922181818181818,1.0,4739.84,166.25,Elite,0.4956,5/31/2019
0.633506,0.4642187024800606,5497.41,77.09,True Line,0.5955,5/31/2019
0.0,,9000.0,0.0,True Line,0.0441,5/31/2019
0.037529032,1.0,5967.32,0.0,Platinum,0.0848,5/31/2019
0.3548914,1.0,32255.43,49.19,Platinum,0.0189,5/31/2019
0.4109629629629629,1.0,1590.4,0.0,Smart Cash,0.237,5/31/2019
0.0108675,1.0,19782.65,0.0,True Line,0.0122,5/31/2019
0.016413,1.0,9835.87,0.0,True Line,0.0651,5/31/2019
0.0,,5200.0,0.0,Smart Cash,0.1166,5/31/2019
0.5777252336448598,1.0,4518.34,29.21,Platinum,0.5606,5/31/2019
0.002213333,1.0,29933.6,2.05,True Line,0.005,5/31/2019
0.241445,1.0,1517.11,9.17,Platinum,0.2605,5/31/2019
0.259445,1.0,14811.1,0.0,True Line,0.1269,5/31/2019
0.6522858267716536,0.0,4415.969999999998,6.44,True Line,0.0376,5/31/2019
0.8913924999999999,1.0,868.8599999999997,145.19,Platinum,0.7926,5/31/2019
-0.000114786,0.0,25702.95,0.0,True Line,0.003,5/31/2019
0.782474,1.0,1087.63,38.57,Platinum,0.8219,5/31/2019
0.1389483333333333,1.0,10332.62,0.0,Platinum,0.0943,5/31/2019
0.038944348,1.0,11052.14,0.0,Platinum,0.0274,5/31/2019
5e-06,1.0,1999.99,0.0,Platinum,0.1148,5/31/2019
-0.001197667,0.0,30035.93,0.0,True Line Gold,0.0019,5/31/2019
0.1406581967213114,1.0,20967.94,0.0,Smart Cash,0.1375,5/31/2019
-1.82e-06,0.0,5500.01,0.0,Elite,0.0147,5/31/2019
0.083276923,1.0,11917.4,0.0,True Line Gold,0.0257,5/31/2019
0.001315854,1.0,8189.21,29.71,Elite,0.1212,5/31/2019
0.1248041474654378,1.0,18991.75,0.0,Platinum,0.0713,5/31/2019
0.7677513274336283,0.000419568,5248.82,10.93,Elite,0.275,5/31/2019
0.9866766666666666,1.0,239.8199999999997,299.38,Platinum,0.9317,5/31/2019
0.31577,1.0,1368.46,0.0,Elite,0.6727,5/31/2019
0.9109455782312924,0.0,1309.1000000000004,0.0,Smart Cash,0.2998,5/31/2019
-0.001428571,0.0,7010.0,0.0,True Line,0.1155,5/31/2019
0.9065986206896552,0.0,1354.3199999999997,10.39,True Line,0.1821,5/31/2019
0.1055672222222222,0.0,16099.79,1.78,True Line,0.0212,5/31/2019
-0.0022,0.0,7516.5,0.0,Elite,0.0318,5/31/2019
0.8882753246753247,0.0211587608849485,1720.5599999999995,0.0,Elite,0.4014,5/31/2019
0.960208,0.0,795.8400000000001,0.0,Smart Cash,0.2385,5/31/2019
0.008082727,1.0,10911.09,49.38,Platinum,0.0877,5/31/2019
0.012675591,1.0,12539.02,0.0,True Line,0.0243,5/31/2019
0.8810916666666667,1.0,713.4499999999997,99.06,Smart Cash,0.7719,5/31/2019
0.1142583333333333,1.0,17006.239999999998,0.0,Platinum,0.0604,5/31/2019
0.9154668202764976,0.0,1834.369999999999,15.63,Platinum,0.3908,5/31/2019
0.0245010526315789,1.0,9267.24,0.0,True Line,0.0367,5/31/2019
0.0483257142857142,1.0,13323.44,0.0,Smart Cash,0.0355,5/31/2019
0.0,,3000.0,0.0,True Line Gold,0.0219,5/31/2019
0.1888342857142857,1.0,2839.08,0.0,Platinum,0.2414,5/31/2019
0.0,,5000.0,0.0,True Line,0.0411,5/31/2019
0.6729275862068966,0.4969976786967906,4742.549999999998,83.52,Elite,0.5334,5/31/2019
0.252262,1.0,7477.38,0.0,Elite,0.1338,5/31/2019
0.9209103333333334,0.0,2372.689999999999,23.62,True Line,0.3819,5/31/2019
-0.000787083,0.0,24018.89,0.0,Platinum,0.001,5/31/2019
0.1625357142857142,1.0,17586.75,0.0,True Line,0.0514,5/31/2019
0.9729866666666668,0.0,607.7999999999993,55.64,Platinum,0.3904,5/31/2019
0.008215185,1.0,26778.19,10.32,True Line,0.0041,5/31/2019
0.8670287356321839,1.0,1156.8500000000004,135.64,Platinum,0.8514,5/31/2019
0.106744,1.0,31263.96,0.0,True Line Gold,0.0039,5/31/2019
0.0,,2500.0,0.0,Elite,0.2293,5/31/2019
0.4513619047619048,1.0,2304.28,27.7,True Line,0.1285,5/31/2019
1.0108895,0.002125356,-217.79,7.53,Platinum,0.3261,5/31/2019
0.01417,1.0,11829.96,0.67,True Line Gold,0.1116,5/31/2019
0.0499115789473684,1.0,9025.84,0.0,Smart Cash,0.1599,5/31/2019
0.711209,0.8368426158836573,2887.91,41.45,True Line Gold,0.2468,5/31/2019
8.3e-05,1.0,9999.17,0.83,Platinum,0.0848,5/31/2019
0.111572,1.0,8884.28,0.1,Smart Cash,0.1255,5/31/2019
0.1217611764705882,1.0,7465.03,0.33,Platinum,0.1551,5/31/2019
0.1202299999999999,1.0,12316.78,0.0,Smart Cash,0.062,5/31/2019
0.002534286,1.0,13964.52,0.0,True Line,0.0261,5/31/2019
0.7108828,1.0,7227.93,339.87,Platinum,0.8239,5/31/2019
0.490914,1.0,5090.86,119.68,Elite,0.5827,5/31/2019
0.9884649122807018,4.7329576548194825e-06,197.25,10.75,Platinum,0.5167,5/31/2019
0.1084984771573604,0.0,17562.58,0.0,Platinum,0.0046,5/31/2019
0.0,,2600.0,0.0,True Line,0.0609,5/31/2019
1.0712066666666666,1.0,-427.24,105.02,Platinum,0.8886,5/31/2019
0.0,,7000.0,0.0,True Line,0.024,5/31/2019
0.9306548148148148,1.0,936.16,182.51,True Line Gold,0.7839,5/31/2019
0.0004598,1.0,49977.01,0.0,True Line,0.0002,5/31/2019
0.065636,1.0,4671.82,0.0,True Line Gold,0.1467,5/31/2019
-0.02,0.0,10200.0,0.0,Elite,0.0096,5/31/2019
0.000289855,1.0,27592.0,0.0,Elite,0.0432,6/30/2019
0.2818453846153846,1.0,18672.02,0.0,True Line,0.1,6/30/2019
1.06112,1.0,-1252.96,291.11,Platinum,0.9578,6/30/2019
0.8004760000000001,1.0,1995.24,125.97,Platinum,0.6915,6/30/2019
0.0249576470588235,1.0,8287.86,0.0,Platinum,0.0444,6/30/2019
0.3125,1.0,550.0,0.0,Smart Cash,0.2916,6/30/2019
0.739442,1.0,1302.79,42.65,True Line,0.5599,6/30/2019
0.0,,9000.0,0.0,Smart Cash,0.2054,6/30/2019
0.8839226415094341,1.0,615.21,78.1,Smart Cash,0.8661,6/30/2019
0.233946,1.0,3830.27,0.0,Smart Cash,0.3474,6/30/2019
0.0,,1700.0,0.0,Smart Cash,0.1135,6/30/2019
0.07237,1.0,4638.15,2.38,Platinum,0.0678,6/30/2019
1.229916,1.0,-574.79,54.51,Platinum,0.8406,6/30/2019
0.0,,18600.0,0.0,Platinum,0.0107,6/30/2019
0.1998969072164948,1.0,7761.0,0.0,True Line,0.099,6/30/2019
0.0474435,1.0,19051.13,0.05,True Line,0.0432,6/30/2019
0.978882,0.9999999999999948,422.3600000000006,497.45,True Line Gold,0.9854,6/30/2019
0.450288,1.0,10994.24,160.19,Smart Cash,0.689,6/30/2019
0.057359722,1.0,6787.01,20.08,Platinum,0.1225,6/30/2019
0.648944,1.0,1755.2800000000002,66.09,Smart Cash,0.6183,6/30/2019
3.285714285714286e-05,1.0,13999.54,0.46,Smart Cash,0.0623,6/30/2019
0.0325685714285714,1.0,6772.02,0.0,Smart Cash,0.0748,6/30/2019
0.6607136363636363,1.0,5225.01,184.85,Smart Cash,0.8141,6/30/2019
0.8949046666666667,0.4008546161714059,1576.4300000000003,81.78,Elite,0.6201,6/30/2019
0.0,,9000.0,0.0,Smart Cash,0.0614,6/30/2019
0.0534290322580645,1.0,5868.74,1.36,Platinum,0.187,6/30/2019
0.2834468,1.0,35827.66,169.87,True Line,0.0216,6/30/2019
0.1647185185185185,1.0,2255.26,0.0,Platinum,0.2113,6/30/2019
0.0142012,1.0,24644.97,4.58,True Line,0.0409,6/30/2019
0.0,,10000.0,0.0,Platinum,0.1029,6/30/2019
0.0,,5200.0,0.0,True Line,0.0974,6/30/2019
0.7504532710280374,1.0,2670.15,115.97,Platinum,0.5131,6/30/2019
0.0114926666666666,1.0,29655.22,0.01,Platinum,0.0551,6/30/2019
0.2340949999999999,1.0,1531.81,10.3,Smart Cash,0.365,6/30/2019
0.980824,1.0,383.52000000000055,0.0,True Line,0.8165,6/30/2019
0.6370842519685039,0.0,4609.03,6.94,True Line Gold,0.0721,6/30/2019
0.8824912500000001,1.0,940.0699999999996,148.79,True Line,0.8539,6/30/2019
0.002405447,1.0,25638.18,0.0,Smart Cash,0.0208,6/30/2019
0.2633333333333333,1.0,2210.0,0.0,Smart Cash,0.3388,6/30/2019
1.024382,1.0,-121.91,94.91,Platinum,0.9014,6/30/2019
0.1707225,1.0,9951.33,0.0,True Line,0.0385,6/30/2019
0.080971304,1.0,10568.83,8.2,True Line,0.2058,6/30/2019
0.0,,2000.0,0.0,True Line,0.0975,6/30/2019
-0.001197667,0.0,30035.93,0.0,Smart Cash,0.0005,6/30/2019
0.004888115,1.0,24280.73,0.0,Platinum,0.0154,6/30/2019
-1.82e-06,0.0,5500.01,0.0,True Line,0.0257,6/30/2019
0.030835,1.0,1938.33,0.0,True Line,0.2105,6/30/2019
0.00507439,1.0,8158.39,0.14,True Line,0.0771,6/30/2019
0.1351299539170507,1.0,18767.68,0.0,Elite,0.0706,6/30/2019
0.7480234513274338,0.0,5694.669999999997,14.15,True Line,0.547,6/30/2019
0.9969483333333332,1.0,54.93000000000029,291.13,True Line,0.9436,6/30/2019
0.43418,1.0,1131.64,0.0,True Line,0.3659,6/30/2019
0.9018360544217688,0.0,1443.0100000000002,0.0,Smart Cash,0.4793,6/30/2019
0.0147328571428571,1.0,6896.87,0.0,True Line,0.1958,6/30/2019
0.9856213793103448,0.000324668,208.4899999999997,11.51,True Line,0.2875,6/30/2019
0.055648889,0.0,16998.32,1.47,Platinum,0.0145,6/30/2019
-0.0022,0.0,7516.5,0.0,Platinum,0.0044,6/30/2019
0.8835292207792208,0.0261848328170302,1793.6499999999994,8.36,Smart Cash,0.3754,6/30/2019
0.950606,0.0,987.88,0.0,True Line,0.6073,6/30/2019
0.008274545,1.0,10908.98,2.11,True Line,0.0317,6/30/2019
0.0,,12700.0,0.0,Smart Cash,0.0277,6/30/2019
1.2121216666666663,1.0,-1272.73,98.91,Smart Cash,0.8445,6/30/2019
0.074266667,1.0,17774.08,0.0,Elite,0.108,6/30/2019
0.904516129,0.0,2072.0,16.5,True Line,0.2228,6/30/2019
0.044212632,1.0,9079.98,0.0,Smart Cash,0.0928,6/30/2019
0.0598135714285714,1.0,13162.61,0.0,True Line,0.0884,6/30/2019
0.1995914285714286,1.0,2801.43,0.0,Elite,0.3778,6/30/2019
0.0,,5000.0,0.0,Platinum,0.1405,6/30/2019
0.6902696551724138,0.5193003034296442,4491.09,84.99,True Line,0.2833,6/30/2019
0.2339,1.0,7661.0,0.0,True Line,0.0476,6/30/2019
0.9,0.0,3000.0,22.35,Platinum,0.4226,6/30/2019
-0.000587083,0.0,24014.09,0.0,Platinum,0.0015,6/30/2019
0.26377,1.0,15460.83,0.0,True Line,0.1337,6/30/2019
0.9631373333333332,0.0,829.4099999999999,53.39,True Line,0.3222,6/30/2019
0.090669259,1.0,24551.93,1.26,Smart Cash,0.0183,6/30/2019
0.8490000000000001,1.0,1313.6999999999996,143.15,True Line,0.881,6/30/2019
0.1882994285714285,1.0,28409.52,0.0,True Line,0.0045,6/30/2019
0.107184,1.0,2232.04,0.0,Smart Cash,0.1836,6/30/2019
0.5776380952380952,1.0,1773.92,33.37,Platinum,0.2967,6/30/2019
0.9975055,0.002880686,49.88999999999942,18.33,True Line Gold,0.5873,6/30/2019
-0.000105,0.0,12001.26,0.0,Smart Cash,0.0083,6/30/2019
0.0468505263157894,1.0,9054.92,0.0,Elite,0.048,6/30/2019
0.526144,0.8943483152901108,4738.56,97.08,True Line,0.2399,6/30/2019
0.0,,10000.0,0.0,True Line,0.053,6/30/2019
0.035779,,,0.0,Elite,0.0706,6/30/2019
0.1318670588235294,,,0.0,True Line,0.0746,6/30/2019
0.1516214285714285,,,0.0,Elite,0.1986,6/30/2019
0.032369286,,,0.0,True Line,0.0302,6/30/2019
0.7046804,,,359.13,Platinum,0.8209,6/30/2019
0.437023,,,101.4,Platinum,0.506,6/30/2019
0.9776011695906432,,,14.23,Platinum,0.4082,6/30/2019
0.080579695,,,0.0,Smart Cash,0.1284,6/30/2019
0.0,,,0.0,True Line Gold,0.1559,6/30/2019
1.1845333333333332,,,117.57,True Line Gold,0.5574,6/30/2019
0.0,,,0.0,Platinum,0.0362,6/30/2019
0.9760733333333332,1.0,,241.58,Platinum,0.6824,6/30/2019
0.0,,,0.0,Elite,0.0825,6/30/2019
0.061884,1.0,4690.58,7.04,True Line,0.3816,6/30/2019
0.950739,0.0,492.6100000000006,7.39,Smart Cash,0.1762,6/30/2019
0.001827241,1.0,28947.01,0.0,Elite,0.0078,6/30/2019
