MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Education,Target
5.6091,21,5.699788584,1.158562368,1142,2.414376321,33.89,-118.37,B,1
5.253,5,7.093508501,1.051777434,4573,3.534003091,33.96,-117.23,A,0
2.2,14,3.605231867,1.187871581,1691,2.010701546,34.09,-118.34,A,1
5.6271,44,6.262780269,1.014349776,2818,2.52735426,37.5,-122.26,C,1
2.6016,14,4.698973306,1.104722793,6068,2.491991786,38.68,-121.28,A,0
2.8478,31,3.740181269,1.021148036,605,1.827794562,34.15,-118.25,B,1
2.2396,44,4.670967742,1.012903226,861,2.777419355,33.98,-118.32,C,0
5.2831,52,5.490956072,0.987080103,930,2.403100775,37.33,-121.92,B,1
3.6917,35,6.047808765,1.111553785,857,3.414342629,33.91,-118.12,C,1
3.9871,26,6.387218045,1.022556391,799,3.003759398,34.87,-120.43,A,0
2.9085,21,3.962922574,1.102508179,1985,2.164667394,36.6,-121.86,B,0
3.4844,46,4.876777251,0.857819905,567,2.687203791,37.74,-122.16,A,0
2.8835,17,4.447674419,1.174418605,883,2.566860465,33.81,-118,A,1
3.653,13,6.418196995,1.181135225,3264,2.724540902,38.98,-120.91,A,0
3.4231,6,4.711428571,1.054285714,732,2.091428571,38,-121.35,C,0
3.3478,42,5.795081967,1.12295082,629,2.577868852,37.69,-122.08,A,1
3.2048,33,4.22906793,1.017377567,1469,2.320695103,37.36,-121.99,A,1
4.0682,35,4.831775701,1.009345794,391,3.654205607,37.63,-122.08,C,0
2.3958,37,6.095238095,1.288515406,1067,2.988795518,38.67,-121.38,C,0
4.375,2,4.420233463,1.420233463,535,2.081712062,37.39,-121.89,A,1
4.3667,36,4.913654618,1.010040161,1532,3.076305221,33.92,-118.17,C,0
4.7135,28,4.950749465,1.062098501,1344,2.877944325,37.54,-121.97,A,1
3.675,52,5.814814815,1.037037037,88,3.259259259,37.76,-122.39,A,0
3.5655,52,4.094462541,1.104234528,1575,1.71009772,37.76,-122.43,A,1
2.0651,14,3.490500864,1.1208981,2323,2.006044905,38.46,-122.73,A,0
5.2649,26,6.887850467,1.07165109,1024,3.190031153,37.67,-121.78,C,1
2.6458,26,5.416666667,1.101851852,830,3.842592593,37.82,-121.27,B,0
3.9632,50,5.753731343,1.078358209,654,2.440298507,37.75,-122.23,C,1
7.139,34,7.094,1.046,1187,2.374,34.16,-118.5,C,1
3.9185,12,6.625441696,1.084805654,806,2.848056537,39.05,-121.03,B,1
4.3162,14,6.048109966,1.037800687,1748,3.003436426,35.45,,C,0
1.8375,21,5.372670807,1.086956522,982,3.049689441,39.86,-122.23,A,0
6.1863,16,7.3174946,1.062634989,1249,2.69762419,33.65,-117.7,C,1
5.5083,52,6.659090909,1.196969697,607,2.299242424,37.98,-122.54,C,1
3.4042,33,4.769363167,1.134251291,1496,2.574870912,37.38,-122.08,B,1
5.4741,24,6.587798846,1.060181369,4017,3.311624073,37.24,-121.84,A,1
3.5,33,5.172535211,1.014084507,1516,2.669014085,36.62,-121.83,B,0
2.7275,17,5.574285714,1.051428571,681,1.945714286,34.38,-119.55,C,1
12.5915,8,10.51162791,1.186046512,140,3.255813953,37.74,-121.92,B,1
3.1094,15,4.409207161,0.956521739,947,2.421994885,36.35,-119.66,C,0
3.9485,23,5.218241042,1.048859935,2295,3.737785016,34.15,,C,1
3.2619,25,6.193251534,1.260736196,888,2.72392638,38.04,-121.63,C,1
6.101,42,6.496815287,0.993630573,398,2.535031847,34.16,-118,C,1
5.5427,4,6.570291777,0.952254642,1234,3.273209549,38.04,-121.36,B,0
2.9688,19,3.363302752,1.055045872,2657,2.437614679,34.2,-118.45,C,1
1.3889,25,4.552529183,1.007782101,804,3.128404669,36.21,-119.36,A,0
3.2373,32,4.340096618,1.038647343,4119,3.979710145,34.07,-118.05,C,1
2.2391,43,3.406882591,1.052631579,2190,4.433198381,33.95,-118.23,C,0
4.7132,50,5.055023923,0.95215311,793,1.897129187,34.1,-118.27,A,1
1.4779,44,4.900826446,1.123966942,364,3.008264463,35.37,-119.01,C,0
4.1995,34,5.607792208,1.002597403,1443,3.748051948,34.13,-117.89,A,0
4.5878,34,5.597947761,1.036380597,2654,2.475746269,32.75,-117.22,A,1
2.309,18,5.456422018,1.027522936,1638,3.756880734,36.6,-119.55,C,0
4.1776,36,5.141762452,0.992337165,706,2.704980843,33.9,-118.34,B,1
2.3077,41,3.396984925,1.085427136,851,4.27638191,34.02,,B,0
6.0224,38,5.1,1.2,41,4.1,33.8,-117.89,C,1
6.6888,36,6.482213439,0.944664032,693,2.739130435,34.16,-118.03,C,1
1.9903,18,4.258845438,1.232774674,1804,3.359404097,33.88,-118.16,C,0
2.675,37,3.404833837,0.987915408,492,1.486404834,33.77,-118.17,B,1
5.551,17,6.881305638,1.03264095,1125,3.338278932,32.67,-117.01,A,1
6.6455,16,7.169565217,0.991304348,769,3.343478261,37.31,-121.77,A,1
2.2667,12,3.436241611,0.966442953,767,5.147651007,36.69,-121.62,C,0
1.8369,17,6.194736842,1.352631579,775,2.039473684,35.48,-118.23,C,0
3.1711,35,6.14738806,1.044776119,1454,2.712686567,38.59,,A,0
4.4219,34,5.850220264,1.074889868,795,3.502202643,34.4,-118.98,A,1
3.8565,39,4.962795941,1.00789177,2941,3.3156708,37.65,-122.42,A,1
6.6827,13,6.916606758,0.966211359,4389,3.155283968,37.7,-121.86,B,1
1.4036,31,3.492443325,1.062972292,1358,1.710327456,35.28,,A,1
5.9053,16,6.577464789,1.003521127,995,3.503521127,37.26,-121.8,B,1
3.75,16,5.597916667,1.04375,1502,3.129166667,32.56,-117.1,C,0
1.4866,39,4.202846975,1.103202847,901,3.206405694,37.78,-122.44,B,1
2.56,36,3.85620915,1.087145969,1225,2.668845316,37.6,-122.39,C,1
2.267,17,5.527114967,,1118,2.42516269,40.89,-121.67,A,0
6.2609,8,7.468879668,,1421,2.94813278,32.77,-116.9,A,1
4.7917,36,5.12462908,,952,2.824925816,37.56,-122.31,B,1
4.3846,15,6.263598326,,827,3.460251046,33.14,-117.08,C,0
3.1957,29,4.355839416,,1978,3.609489051,33.91,-118.07,A,0
8.203,21,7.595463138,,1508,2.850661626,34.26,-118.55,A,1
2.0724,42,3.614003591,,1920,3.447037702,32.68,-117.1,C,0
2.3357,48,4.064935065,,673,2.185064935,37.67,-122.09,A,0
4.3693,44,5.61971831,,1439,2.533450704,37.01,,B,1
3.2895,26,4.069135802,,954,2.355555556,34.41,-119.72,C,1
3.915,28,5.652941176,,1565,4.602941176,34.08,-117.48,C,0
3.5511,32,4.222543353,,1909,5.51734104,33.72,-117.86,A,0
2.3654,49,4.686046512,,698,4.058139535,34.15,-118.15,C,0
3.7596,36,4.49784792,,1815,2.604017217,33.71,-118.29,A,1
4.0408,15,5.989130435,,1474,3.204347826,33.08,,A,1
4.75,36,5.926540284,,1031,2.443127962,33.88,-118.38,C,1
3.8529,12,5.953262787,,3266,2.880070547,34,-117.48,C,0
1.5662,28,3.830882353,,1564,3.833333333,36.97,-120.07,C,0
1.6094,27,4.887323944,,1056,3.718309859,36.66,,C,0
2.5326,24,5.532085561,,909,2.430481283,39.12,-120.96,B,0
4.131,52,5.854054054,,1072,2.897297297,37.74,-122.48,B,1
4.1912,52,5.763285024,,506,2.444444444,37.88,-122.28,A,1
3.4044,48,5.093085106,,1060,2.819148936,33.97,-117.39,B,0
3.7826,5,4.363207547,,1657,1.954009434,33.79,-118.15,B,1
8.7783,14,7.867109635,,796,2.644518272,37.74,-121.01,A,1
5.7452,14,7.028508772,,1439,3.155701754,38.44,,C,1
4.0125,37,5.738589212,,808,3.352697095,37.61,-122.03,C,0
6.8268,21,6.782515991,,1416,3.019189765,33.9,-117.87,C,1
10.1989,17,7.474874372,,1247,3.133165829,33.62,-117.86,A,1
6.8443,30,5.491582492,,665,2.239057239,33,-117.31,C,1
2.0734,28,3.974063401,,2877,4.145533141,34.05,-117.73,B,0
3.7306,34,3.864297254,,933,1.50726979,32.83,-117.28,B,1
3.2417,28,4.698717949,,1198,1.919871795,37.67,,C,1
1.8843,16,4.414746544,,3078,4.728110599,35.68,-119.22,A,0
4.2788,23,5.767352185,,2609,3.353470437,33.9,-117.44,C,0
3.125,25,3.957364341,,975,3.779069767,33.84,-117.91,B,0
1.5278,19,6.436123348,,515,2.268722467,39.83,-123.84,A,0
4.7708,32,4.566115702,,1270,2.623966942,33.94,-118.16,C,0
2.4964,32,5.79020979,,1037,3.625874126,37.37,-120.75,A,0
3.0927,23,4.791181364,,3108,2.585690516,32.79,-116.93,A,0
15.0001,52,8,,13,13,37.79,,B,1
4.8,36,6.396226415,,407,2.559748428,37.62,-122.42,C,1
4.6875,36,5.108504399,,857,2.513196481,33.82,-118.11,B,1
2.9491,49,4.939716312,,605,2.145390071,34.16,-118.28,B,1
3.9917,25,5.576363636,,1602,2.912727273,38.33,-122.82,A,1
3.375,42,5.095541401,,1668,2.656050955,34.14,-118.07,A,1
2.7,14,4.097744361,,870,2.180451128,36.31,-119.34,C,0
6.9223,23,7.069943289,,3037,2.870510397,34.2,-118.65,C,1
2.9784,35,4.524390244,,681,2.768292683,32.78,,C,0
6.7527,23,7.06402439,,955,2.911585366,37.8,-122.18,A,1
4.9167,34,5.963675214,,1276,2.726495726,37.55,-122.01,B,1
4.8214,34,5.575242718,,909,2.20631068,34.16,-118.06,A,1
2.4167,52,5.002227171,,1005,2.23830735,37.85,-122.28,A,0
2.9432,49,6.029315961,,849,2.765472313,38.1,-122.24,C,0
1.7393,29,3.78238342,,3580,4.637305699,33.78,-118.17,C,0
2.8182,12,5.404761905,,1153,2.495670996,40.92,-124.09,A,0
7.5992,15,7.634854772,,855,3.547717842,32.91,-117.11,B,1
5.7485,26,5.366666667,,1542,51.4,37.89,-121.29,C,0
3.775,14,5.519572954,,785,2.793594306,38.1,,C,0
3.2386,13,3.537142857,,838,1.596190476,33.7,-117.89,A,0
2.7014,33,4.076576577,,989,4.454954955,32.6,-117.06,B,0
2.0882,20,5.965517241,,557,2.400862069,39.76,-121.57,A,0
3.8333,32,6.079787234,,454,2.414893617,39.15,-123.1,A,0
2.964,14,3.592592593,,2258,2.389417989,37.67,-122.48,C,1
2.4516,36,3.606232295,,1398,3.960339943,33.99,-118.19,A,0
2.8427,27,3.220309811,,2542,4.375215146,33.98,-118.17,A,0
4.0391,33,5.196141479,,580,1.864951768,34.16,-118.44,B,1
5.6163,33,6.419148936,,1423,3.027659574,34.19,-118.64,A,1
2.2808,12,3.493660856,,3068,2.431061807,33.77,-118.17,B,0
5.9039,21,6.445414847,,2616,2.855895197,37.03,-122.01,B,1
15.0001,27,7.651923077,,1351,2.598076923,34.1,-118.4,A,1
4.2723,23,5.531772575,,787,2.632107023,38.91,-121.15,C,1
5.5845,20,5.677644711,,3752,3.744510978,37.67,-122.47,B,1
4.5673,26,6.294964029,,962,3.460431655,34.26,-118.76,A,1
3.0944,37,4.923728814,,1328,3.751412429,33.95,-118.08,A,0
3.5461,10,5.029411765,,2499,2.826923077,38.46,-121.44,A,0
12.3292,29,7.916666667,,244,3.388888889,37.38,-121.81,A,1
7.9367,23,9.176811594,,1092,3.165217391,33.62,-117.86,B,1
2.9324,29,6.085106383,,850,3.014184397,38.79,,A,0
4.6463,22,5.396363636,,5600,2.545454545,38.1,-122.58,A,1
4.0583,52,5.865,,1121,2.8025,34.05,-118.37,B,1
4.1997,17,5.732758621,,2866,3.088362069,38.66,-121.76,A,0
2.5893,33,3.890804598,,984,5.655172414,33.91,-118.23,C,0
7.7042,32,6.627538071,,4474,2.838832487,33.79,,,1
4.1128,7,5.420091324,,1921,2.923896499,33.18,,,1
4.2432,13,6.350568769,,2553,2.640124095,38.54,,,1
5.4364,34,5.456834532,,2208,2.647482014,37.61,,,1
3.125,11,47.51515152,,82,2.484848485,38.42,,,0
4.0341,26,5.16218638,,2681,2.402329749,33.66,,,1
4.475,13,6.9703125,,1795,2.8046875,35.6,-120.6,A,1
1.6023,35,6.323529412,,100,2.941176471,37.95,-122.37,B,0
6.2007,4,5.769570011,,1690,1.863285557,37.53,-122.26,A,1
4.1375,28,6.105162524,,1750,3.346080306,34.09,-117.42,B,0
3.9028,52,12.90188679,,710,2.679245283,34.08,-116.88,B,0
1.7308,52,4.23117338,,1150,2.014010508,40.8,-124.16,C,0
5.1155,35,3.888077859,,782,1.902676399,33.6,-117.87,A,1
5.1017,13,7.082857143,,1075,3.071428571,37.91,-121.6,C,1
5.93,16,5.958656331,,1368,3.534883721,33.87,-118.03,B,1
3.6025,15,5.121304791,,3208,3.270132518,34.08,-117.44,C,0
4.175,14,5.604698672,1.045965271,2823,2.883554648,37.14,,A,1
3.2031,16,7.972375691,1.375690608,435,2.403314917,38.46,-120.55,A,0
6.0368,22,6.611336032,1.070850202,1595,3.228744939,34.29,-118.72,C,1
2.2788,47,3.774566474,1.130057803,1499,4.332369942,34.04,-118.21,C,0
2.8007,45,4.113149847,1.088685015,749,2.290519878,34.15,-118.09,B,1
2.1985,36,3.540334855,1.109589041,2635,4.01065449,33.8,-118.19,A,0
5.187,45,7.14973262,1,471,2.518716578,36.79,-119.8,C,0
4.0709,13,6.119891008,1.11852861,2093,2.851498638,38.69,-120.7,B,0
2.9722,33,4.382889201,1.100981767,1720,2.412342216,33.99,-118.45,C,1
3.2765,18,6.326271186,1.264830508,1355,2.870762712,34.45,,B,0
1.6786,52,5.42599278,1.324909747,554,2,35.37,-119.03,A,0
4.9615,34,5.351916376,0.951219512,804,2.801393728,33.93,-118.32,A,0
11.9666,28,7.139240506,0.911392405,191,2.417721519,37.42,-122.21,C,1
1.6111,13,4.350649351,1.155844156,247,3.207792208,37.8,-121.22,A,0
2.0087,36,3.494147157,1.058528428,4582,3.831103679,33.98,-118.19,B,0
6.1007,17,6.886426593,1.155124654,876,2.426592798,33.52,-117.71,B,1
4.05,20,6.220264317,0.995594714,700,3.083700441,38.67,-121.22,B,0
2.4659,32,5.356415479,1.138492872,1069,2.177189409,33.86,-118.15,B,1
2.6563,29,3.651162791,1.120930233,1849,4.3,33.84,-117.91,B,0
4.5375,18,8.629807692,2,483,2.322115385,37.65,-118.98,B,0
2.9896,12,5.016863406,1.059021922,1440,2.428330523,38.56,-121.34,A,0
3.6354,7,6.307152875,1.165497896,2248,3.152875175,33.66,,B,0
5.32,16,6.186153846,1.078461538,1488,2.289230769,33.8,-118.01,C,1
5.4836,18,5.271604938,0.920987654,1464,3.614814815,33.7,-117.88,C,1
4.25,40,4.691747573,1.152912621,902,2.189320388,33.71,-118.29,C,1
0.8928,52,4.44295302,1.073825503,520,3.489932886,39.14,,B,0
2.8588,14,3.877088305,1.118138425,1929,2.301909308,32.9,-117.12,A,0
1.077,17,3.054871221,1.016797312,1670,1.870100784,37.78,-122.43,A,0
3.6908,23,7.40647482,1.273381295,636,2.287769784,35.4,-120.92,B,1
3.0455,48,5.230366492,1.073298429,1176,3.078534031,33.98,-118.3,A,0
3.0682,43,5.340101523,0.997461929,1132,2.873096447,33.94,-118.31,B,0
2.2431,41,4.79916318,1.016736402,583,2.439330544,39.13,-121.62,C,0
2.25,18,4.432595573,1.094567404,1943,3.90945674,32.57,-117.08,B,0
4.6908,37,5.979949875,1.025062657,1101,2.759398496,33.85,-118.12,B,1
3.2222,31,4.558343789,1.057716437,2677,3.358845671,37.38,-121.83,C,1
3.3977,31,5.443333333,1.053333333,944,3.146666667,38.28,-122.3,C,0
3.9696,25,10.35294118,1.205882353,99,2.911764706,34.01,-117.61,A,1
6.3997,50,7.37020316,1.148984199,1256,2.835214447,34.44,-119.72,B,1
4.5938,18,6.153664303,1.130023641,1158,2.737588652,36.33,-119.32,A,0
4.3281,52,5.38121547,1.049723757,403,2.226519337,36.62,-121.92,C,1
4.875,25,5.78125,1,85,2.65625,38.31,-121.93,A,1
1.4115,52,3.350574713,0.902298851,730,4.195402299,34.03,-118.2,C,0
4.2383,18,7.572438163,1.056537102,828,2.925795053,33.17,-117.32,B,1
3.05,20,4.216216216,1.054054054,171,4.621621622,36.02,-119.8,B,1
3.2216,20,5.371428571,1.09047619,621,2.957142857,39.05,-122.91,A,0
3.3776,23,3.789072427,1.063532402,1317,1.673443456,34.43,-119.75,C,1
4.2679,44,4.388704319,1.006644518,471,1.564784053,34.15,-118.33,C,1
2.3333,33,5.782828283,0.994949495,508,2.565656566,36.78,-119.75,A,0
6.4667,17,6.236363636,0.963636364,1365,2.757575758,38.5,-121.53,C,1
3.343,22,4.285714286,1.216117216,1382,2.531135531,33.89,-117.87,B,1
1.3177,30,4.268135904,1.149678604,2524,2.317722681,38.58,-121.54,C,0
2.0577,16,5.765060241,1.343373494,828,2.493975904,38.96,-122.62,C,0
4.0074,30,5.823439878,1.051750381,1656,2.520547945,34.46,-119.26,B,1
2.9821,36,5.571428571,1.054054054,680,2.625482625,35.4,-118.98,A,0
2.5625,30,4.949367089,1.196202532,1988,4.194092827,34.14,-117.99,B,0
4.7361,41,5.35207824,1.012224939,1063,2.599022005,37.66,-122.42,B,1
9.9055,19,9.830769231,1.169230769,822,3.161538462,33.81,-117.82,B,1
4.6098,24,5.455583756,1.087563452,2249,2.854060914,37.71,-122.43,B,1
3.1827,41,5.261904762,1.080952381,443,2.10952381,38.56,-121.43,B,0
1.5844,31,3.606126915,1.059080963,898,1.964989059,33.78,-118.19,B,0
2.6902,25,6.671875,2.159375,566,1.76875,32.79,,B,1
2.8289,38,4.438148444,1.031125299,3523,2.811652035,36.68,-121.67,B,0
3.0509,30,5.598130841,1.172897196,1019,4.761682243,33.94,-117.4,C,0
1.95,28,3.658105939,1.077046549,1166,1.871589085,32.75,-117.13,B,0
4.0294,41,7.472527473,1.376373626,987,2.711538462,38.61,-122.82,A,1
1.6875,17,11.30232558,2.290697674,384,2.23255814,40.29,-121.14,C,0
5.3777,41,5.479400749,1,601,2.25093633,34.06,-118.43,B,1
3.9118,8,6.47386172,1.436762226,1342,2.26306914,34.37,-118.53,B,1
2.1029,43,4.112469438,1.031784841,1706,4.171149144,34.04,-118.19,B,0
2.9125,21,5.240963855,1.156626506,219,2.638554217,37.76,-120.83,A,0
2.5313,37,3.38,1.09,231,2.31,36.63,-121.86,A,0
1.5156,44,5.004282655,1.205567452,1238,2.650963597,34.13,-117.29,C,0
2.6705,32,5.592833876,1.058631922,1356,4.416938111,37.56,-121.09,A,0
2.0639,36,4.620418848,1.146596859,1008,2.638743455,38.62,-121.43,B,0
5.653,25,7.04338843,1.018595041,1699,3.510330579,34.27,-118.73,C,1
3.9875,32,5.392241379,0.948275862,700,3.017241379,33.2,-117.35,B,0
1.7878,16,4.329563813,1.137318255,975,1.575121163,35.13,-120.63,C,0
6.6329,25,6.563380282,1.007042254,1267,2.974178404,37.36,,B,1
2.8775,13,4.685863874,1.083769634,2474,4.317626527,36.57,-121.42,B,0
5.3032,52,5.095744681,1.028368794,980,3.475177305,34.08,-118.12,B,1
10.7058,52,8.433898305,0.952542373,805,2.728813559,37.79,-122.49,C,1
3.2937,13,6.832786885,1.472131148,834,2.73442623,38.26,-120.93,A,0
1.7609,24,6.233463035,1.657587549,751,2.922178988,39.24,-120.02,C,0
5.0839,36,6.221719457,1.095022624,670,3.031674208,33.89,-118.02,C,1
2.7377,29,6.276716207,1.101910828,12427,4.397381458,34.7,-120.59,A,0
4.2059,52,5.578512397,0.994490358,957,2.636363636,33.73,-118.31,A,1
2.8942,27,5.229166667,1,470,2.447916667,38.13,-121.3,B,0
2.9097,8,3.817014446,1.024077047,1410,2.263242376,32.81,-116.96,B,0
4.7685,5,4.331352155,1.095096582,3959,1.960871719,37.39,-122.04,B,1
1.4828,24,4.248322148,0.922818792,1083,3.634228188,32.67,-115.49,C,0
3.9167,52,5.376146789,0.986238532,489,2.243119266,37.88,-122.28,C,1
0.6433,24,3.725663717,0.89380531,396,3.504424779,32.71,-117.12,B,0
2.8681,12,4.277517564,1.162763466,3215,3.764637002,33.9,-118.17,B,0
4.6583,30,5.27427598,1.069846678,1676,2.855195911,33.93,-118.15,A,1
4.4063,35,5.126506024,1.070281124,1117,2.242971888,37.24,-121.97,A,1
8.2961,52,6.588028169,1.147887324,646,2.274647887,34.06,-118.4,B,1
4.2891,52,5.099730458,1.118598383,1442,3.886792453,37.75,-122.41,B,1
3.7895,52,5.95,1.072727273,943,2.143181818,33.82,-118.18,B,1
2.8406,34,3.281721632,1.069871437,2689,1.503074343,37.81,-122.26,C,1
3.4527,22,4.708624709,1.086247086,1010,2.354312354,32.78,-117.22,B,0
4.7569,37,5.62605042,1.084033613,706,2.966386555,34.06,-118.14,C,1
3.1217,37,5.179906542,1.053738318,1019,2.380841121,38.4,-122.83,B,0
3.5732,5,4.640919367,1.112660136,6291,2.370384326,34.67,-118.15,C,0
3.2583,37,3.788059701,1.03880597,1835,5.47761194,34.26,-118.43,A,0
4.25,18,6.222360248,1.026086957,2497,3.101863354,37.32,-120.61,B,0
6.3663,26,6.387370405,0.990574929,3319,3.128180961,37.24,-121.92,A,1
4.0775,10,6.140900196,1.025440313,1275,2.495107632,39.14,-121.03,B,0
3.0081,5,4.699029126,1.13592233,1302,2.106796117,34.66,-120.46,A,0
4.6019,36,5.23573201,1.032258065,1128,2.799007444,33.85,-118.13,A,1
3.24,9,6.218106996,1.257201646,2239,2.303497942,35.52,-121.11,B,1
4.7845,37,5.535519126,1.087431694,493,2.693989071,33.81,-118.13,B,1
1.6983,34,4.872586873,1.030888031,520,2.007722008,40.58,-122.38,A,0
1.755,47,4.516717325,1.018237082,765,2.325227964,40.8,-124.15,B,0
1.9511,11,4.816326531,1.148423006,1765,3.27458256,36.85,-119.79,C,0
4.9271,14,5.977346278,1.051779935,1030,3.333333333,37.82,-121.23,B,0
4.056,35,4.246376812,1.11884058,1104,3.2,34,-118.39,C,1
1.6186,17,4.320441989,1.093922652,713,1.96961326,36.19,-119.1,B,0
3.2462,33,3.974458204,1.122291022,2404,1.860681115,34.11,-118.32,B,1
5.2134,13,7.564102564,1.08974359,1055,3.381410256,36.36,-119.64,B,0
1.0424,32,3.941747573,0.990291262,1509,2.441747573,38.61,-121.45,A,0
2.625,24,3.484251969,1.263779528,590,2.322834646,33.65,-117.91,C,1
3.8201,22,5.011191047,1.022382094,5587,4.466027178,34.02,-117.91,B,0
3.1932,17,3.74317817,1.02247191,1636,2.62600321,37.25,-121.83,B,0
1.8163,33,4.88372093,1.096345515,1222,4.059800664,36.54,-119.28,A,0
4.9821,13,6.638472033,1.107776262,1909,2.604365621,33.54,-117.72,A,1
9.532,50,7.114427861,0.925373134,620,3.084577114,34.19,-118.11,C,1
2.683,24,5.287037037,1.012345679,1258,3.882716049,37.86,-121.06,C,0
5.4284,5,6.176979662,1.070532237,7158,3.09736045,34.53,-118.7,C,1
5.1046,27,6.094285714,0.991428571,850,2.428571429,37.98,-122.29,B,1
3.5586,26,2.844141069,1.094425484,2374,2.700796359,37.39,-122.01,A,1
3.6987,42,5.296943231,1.174672489,628,2.742358079,33.87,-118.19,C,0
3.8625,30,4.786026201,1.008733624,741,3.23580786,34.21,-119.18,C,1
1.9013,35,3.342857143,1.004395604,987,2.169230769,38.56,-121.49,A,0
4.75,52,4.771812081,1.045302013,1380,2.315436242,37.79,-122.47,B,1
1.1311,29,3.875318066,1.119592875,1302,3.312977099,32.67,-115.49,A,0
5.3433,39,7.260869565,1.075362319,872,2.527536232,37.93,-122.31,B,1
2.85,38,5.089347079,1.089347079,1080,3.711340206,32.68,-117.06,A,0
3.2622,33,4.824055666,1.098409543,2855,2.837972167,34.02,-118.09,A,1
4.2198,20,5.884720327,1.034106412,4071,2.776944065,38.56,-121.71,B,0
5.4051,27,5.747553816,0.97260274,1454,2.845401174,37.27,-121.99,A,1
5.2522,16,6.464088398,0.983425414,566,3.127071823,37.32,-120.43,B,0
6.8154,24,7.640625,1.0234375,969,3.78515625,33.6,-117.68,B,1
2.575,34,5.493265993,1.016835017,1290,2.171717172,39.74,-121.83,A,0
3.0125,40,3.851351351,0.936936937,745,3.355855856,34.09,-118.09,C,1
2.4348,34,4.911290323,1.149193548,797,3.213709677,34.74,-118.09,B,0
4.9946,10,5.686363636,1.027272727,1859,2.816666667,34.27,-118.67,C,1
6.3749,24,7,1.022312373,1736,3.521298174,33.7,-117.98,B,1
1.808,18,4.190305206,1.028725314,962,1.727109515,33.22,-117.23,C,0
2.3571,25,3.744897959,0.969387755,543,1.846938776,34.01,-118.39,A,1
1.642,24,3.707509881,1.086956522,508,2.007905138,38.58,-121.52,C,0
6.1306,16,7.194954128,1.059633028,1384,3.174311927,34.18,-118.96,A,1
1.2,20,4.625,1.375,34,4.25,35.32,-119.04,A,0
2.2982,45,5.5,1.06,1980,3.6,32.74,-117.21,C,0
4.8,34,5.223880597,1.044776119,723,3.597014925,33.76,-117.89,A,1
1.8407,49,5.11751663,1.002217295,1299,2.880266075,37.76,-122.18,C,0
2.6765,52,5,1.026845638,473,3.174496644,37.77,-122.21,C,0
1.6389,24,3.294294294,0.921921922,470,1.411411411,33.64,-117.94,B,1
5.8053,24,6.457627119,0.981355932,1818,3.081355932,33.77,-118.03,A,1
2.7058,28,3.37630854,1.0815427,3586,1.975757576,34,-118.43,B,1
1.3971,11,4.217821782,1.064356436,806,3.99009901,34.04,-118.16,B,0
4.45,37,5.659949622,1.047858942,1237,3.115869018,37.99,-122.02,B,0
3.1591,35,5.382075472,1,924,4.358490566,34.04,-117.96,B,0
3.3981,15,5.860279441,1.031936128,1182,2.359281437,38.46,-122.58,C,1
3.7538,4,5.251325557,1.060445387,2912,3.088016967,33.54,-117.16,C,0
3.2845,16,4.642126789,0.99795501,709,1.449897751,33.61,-117.75,B,1
8.2037,7,6.008356546,1.009749304,1699,2.366295265,33.9,-118.39,B,1
4.0227,19,5.950184502,1.011070111,1760,3.247232472,36.77,-119.58,C,0
2.7841,48,5.507537688,1.095477387,657,3.301507538,39.03,-121.91,A,0
2.6312,28,4.169312169,1.058201058,891,2.357142857,33.9,-118.31,C,0
2.7321,31,4.703389831,1.11440678,1662,3.521186441,34.05,-117.72,A,0
3.0147,17,4.362616822,1.003738318,1662,3.106542056,33.87,-117.99,C,1
14.5833,24,5.613333333,0.853333333,163,2.173333333,37.92,,A,1
11.615,34,7.21483376,1.020460358,843,2.15601023,34.12,-118.37,A,1
1.825,52,4.863636364,1.05,925,4.204545455,34.05,-118.18,B,0
1.6667,46,3.445901639,0.990163934,1435,4.704918033,34.05,-118.19,C,0
2.2899,14,4.14559387,1.053639847,2046,1.959770115,32.81,-117.16,A,0
2.625,51,5.387931034,1.012931034,452,1.948275862,38.56,-121.45,C,0
3.8287,35,4.857142857,1.093023256,1675,2.782392027,33.79,-118.32,C,1
2.2969,17,4.930163447,1.127786033,2016,2.995542348,33.79,-117.23,C,0
7.1621,45,6.8575,0.975,974,2.435,37.48,,A,1
2.3696,17,5.765743073,1.133501259,1182,2.977329975,39.04,-120.99,B,0
3.2857,21,3.945827233,1.035139092,1888,2.764275256,33.79,-117.99,A,1
3.1371,11,5.070222822,1.015530047,7984,2.69547603,38.57,-121.76,A,1
4.8088,19,6.297087379,1.060194175,1334,2.590291262,38.66,-121.23,A,0
4.6173,15,6.056692913,1.066141732,2360,3.716535433,37.75,-121.45,B,0
4.8717,27,7.032454361,1.105476673,1798,3.647058824,34.26,-118.74,A,1
3.1002,21,3.419067215,1.090534979,2575,1.76611797,37.89,-122.06,A,0
3.5192,9,4.863716814,0.922123894,1663,2.943362832,38.57,-121.31,C,0
5.3737,26,6.211678832,0.98540146,1337,3.253041363,33.71,-117.97,B,1
6.0265,32,6.406698565,1,601,2.875598086,37.95,-122.09,C,1
11.2093,42,6.876106195,0.902654867,284,2.513274336,34.17,-118.43,B,1
4.3083,33,5.643652561,1.102449889,996,2.218262806,37.96,-122.54,B,1
